
"RES#","T","Rock unit","C","Comp","Craton","Slat","Slon","Age","B","N","P","R%","D","I","alfa95","k","Plat","Plon","A95","AV","Authors","Journal","Year","Vol","Pages","DOI"
"5849","s","Qingaaluk formation","CA","","Laurentia-Superior","56.5","283.7","1725","3","12","R","100","135.0","-41.0","10.0","14.0","40.0","167.0","8.1","2","Schwarz, E.J., Fujiwara, Y.","Geol. Surv. Can. Paper","1981","81-10","255-267",""
"5846","s","Nastapok group","CA","","Laurentia-Superior","56.3","283.7","1725","5","24","R","100","127.0","-40.0","5.0","32.0","39.0","171.0","4.9","2","Schwarz, E.J., Fujiwara, Y.","Geol. Surv. Can. Paper","1981","81-10","255-267",""
"100207","i","Thompson pegmatites and gneisses","CA","","Laurentia-Transhudson","55.5","261.8","1730","22","135","N","0","167.6","76.8","6.0","28.0","30.7","267.8","10.8","2","Harris, M.J., Symons, D.T.A., Peck, D.C., Blackburn, W.H., Turek, A.","Manitoba Industry, Trade and Mines, Manitoba Geological Survey, Rpt. of Activities","2001","","59-66",""
"9139","i","Cleaver dykes","CA","","Laurentia-Slave","67.5","242.0","1741","17","102","N","0","136.5","57.4","4.5","64.0","19.4","276.7","6.1","5","Irving, E., Baker, J., Hamilton, M., Wynne, P.J.","Prec. Res.","2004","129","251-270","http://dx.doi.org/10.1016/j.precamres.2003.10.002"
"100206","i","Wintering Lake host rocks","CA","","Laurentia-Transhudson","55.4","262.3","1745","11","62","N","0","170.8","72.6","5.9","61.0","23.6","266.7","9.9","2","Harris, M.J., Symons, D.T.A., Blackburn, W.H., Turek, A., Peck, D.C.","Can. J. Earth Sci.","2006","43","1071-1083","http://dx.doi.org/10.1139/e06-015"
"2084","i","Pearson formation","CA","C","Laurentia-Slave","62.6","249.5","1750","7","23","R","100","321.0","-48.0","8.0","59.0","6.0","283.0","8.9","1","McGlynn, J.C., Irving, E.","Can. J. Earth Sci.","1978","15","642-658","http://dx.doi.org/10.1139/e78-068"
"8389","i","Molson A dykes (Cuthbert dyke swarm)","CA","A","Laurentia-Superior","55.0","262.5","1750","16","94","N","0","178.5","67.2","2.7","186.0","15.4","263.5","4.1","4","Zhai, Y., Halls, H.C., Bates, M.P.","J. Geophys. Res.","1994","99","21717-21732","http://dx.doi.org/10.1029/94JB01851"
"5909","s","Lower Gibraltar formation","CA","","Laurentia-Slave","62.1","248.1","1750","6","24","N","0","123.9","74.5","13.7","25.0","40.3","280.0","24","2","Reid, A.B.","PhD thesis, University of Alberta","1972","","213pp.",""
"1638","s","Kahochella group","CA","ovp.","Laurentia-Slave","62.0","248.1","1750","20","80","N","0","152.0","59.0","5.0","48.0","14.0","270.0","6.5","3","Reid, A.B., McMurry, E.W., Evans, M.E.","Can. J. Earth Sci.","1981","18","574-583","http://dx.doi.org/10.1139/e81-050"
"2482","i","Nipissing diabase sills","CA","","Laurentia-Superior","46.0","277.0","1750","8","30","M","50","200.8","69.1","22.0","5.1","10.2","264.3","34.5","2","Symons, D.T.A.","Geol. Surv. Can. Paper","1971","70-63","19-26",""
"2901","i","Dogrib dykes","CA","ovp.","Laurentia-Slave","63.3","246.2","1750","8","13","N","0","139.0","47.0","9.0","21.0","7.0","282.0","9.8","1","McGlynn, J.C., Irving, E.","Tectonophys.","1975","26","23-28","http://dx.doi.org/10.1016/0040-1951(75)90111-0"
"2060","s","Menihek formation","CA","B","Laurentia-Superior","56.8","290.7","1750","5","25","M","40","195.0","57.0","16.0","23.0","6.0","279.0","19.8","4","Park, J.K.","Can. J. Earth Sci.","1977","14","159-174","http://dx.doi.org/10.1139/e77-019"
"2063","i","Retty peridotite (site 34)","CA","B","Laurentia-Superior","56.5","291.0","1750","1","5*","N","0","199.0","56.0","22.0","13.3","5.0","278.0","26.8","1","Park, J.K.","Can. J. Earth Sci.","1977","14","159-174","http://dx.doi.org/10.1139/e77-019"
"2402","i","Big Spruce complex","CA","SE","Laurentia-Slave","63.6","244.1","1750","5","25","M","40","137.0","46.0","9.0","67.0","7.0","282.0","9.4","3","Irving, E., McGlynn, J.C.","Can. J. Earth Sci.","1976","13","476-489","http://dx.doi.org/10.1139/e76-049"
"5906","i","Molson dykes","CA","sec.","Laurentia-Superior","54.0","262.5","1750","1","6*","N","0","143.0","42.0","10.9","39.0","-5.0","294.0","10.5","1","Ermanovics, I., Fahrig, W.F.","Can. J. Earth Sci.","1975","12","1564-1575","http://dx.doi.org/10.1139/e75-141"
"5907","s","Tochatwi formation","CA","B","Laurentia-Slave","62.4","249.3","1750","13","36","N","0","142.0","71.0","9.0","24.0","31.5","273.5","14.4","2","Evans, M.E., Bingham, D.K.","Can. J. Earth Sci.","1976","13","555-562","http://dx.doi.org/10.1139/e76-059"
"2169","i","Kaminak lamprophyre dykes","CA","","Laurentia-Hearne","62.2","265.0","1750","6","31","N","0","174.0","78.0","10.0","33.0","40.9","267.2","18.9","3","Christie, K.W., Davidson, A., Fahrig, W.F.","Can. J. Earth Sci.","1975","12","2048-2064","http://dx.doi.org/10.1139/e75-181"
"5910","s","Seton formation, Kahochella group","CA","","Laurentia-Slave","62.1","248.1","1750","5","20","N","0","150.8","73.8","14.2","30.0","34.0","264.3","29.3","1","Reid, A.B.","PhD thesis, University of Alberta","1972","","213pp.",""
"2635","i","Flin Flon - Snow Lake greenstone","CA","A","Laurentia-Transhudson","54.8","258.1","1750","43","183","M","7","168.0","73.0","5.0","17.0","27.0","265.0","8.4","3","Park, J.K.","Can. J. Earth Sci.","1975","12","1272-1290","http://dx.doi.org/10.1139/e75-119"
"10598","i","Baraboo quarzites","CA","","Laurentia-Superior","43.5","270.3","1750","4","25","N","0","201.0","66.4","10.7","74.0","4.7","257.0","14.7","3","Mercer, D.","PhD thesis, University of Wisconsin","1984","","pp.",""
"5926","s","Iron Mountain ore deposit","US","Primary Ore","Laurentia-Yavapai","37.7","269.4","1750","","25","N","0","219.3","17.3","8.2","13.0","-30.7","222.7","6.1","2","Ehrlick, M., Sun, S., Scharon, L., Soffel, H.C.","Trans. Inst. Min. Metal.","1969","78","114-122",""
"15","s","Seton formation, Kahochella group","CA","B","Laurentia-Slave","62.0","247.9","1750","14","99","N","0","158.0","68.0","7.0","36.0","25.0","263.0","10.8","3","Irving, E., McGlynn, J.C.","Geophys. JRAS","1979","58","309-336","http://dx.doi.org/10.1111/j.1365-246X.1979.tb01027.x"
"5911","s","McLean formation","CA","","Laurentia-Slave","62.1","248.1","1750","4","16","N","0","157.0","60.0","26.3","13.0","14.6","265.9","34.5","1","Reid, A.B.","PhD thesis, University of Alberta","1972","","213pp.",""
"2167","m","Kaminak metamorphosed dykes","CA","","Laurentia-Hearne","62.2","265.0","1754","22","94","N","0","176.0","65.0","4.0","55.0","-20.4","87.9","5.9","2","Christie, K.W., Davidson, A., Fahrig, W.F.","Can. J. Earth Sci.","1975","12","2048-2064","http://dx.doi.org/10.1139/e75-181"
"8371","i","Jan Lake granite","CA","","Laurentia-Transhudson","54.9","257.2","1758","19","95","N","0","126.3","84.8","7.7","20.0","48.1","269.6","15.2","3","Gala, M.G., Symons, D.T.A., Palmer, H.C.","Saskatchewan Geol. Surv. Misc. Rpt., 95-4","1995","","145-152",""
"8889","i","Deschambault pegmatites","CA","","Laurentia-Transhudson","54.9","256.7","1766","18","168","N","0","28.3","82.1","4.0","77.5","67.5","276.0","7.7","4","Symons, D.T.A., Symons, T.B., Lewchuk, M.T.","Phys. Chem. Earth (Part A)","2000","25","479-487","http://dx.doi.org/10.1016/S1464-1895(00)00074-0"
"13345","i","Sudbury mineralization","CA","SIC, 3*","Laurentia-Superior","46.0","279.1","1770","8","?","N","0","209.0","31.0","7.0","62.0","-22.0","249.0","5.9","2","Morris, W.A.","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427",""
"7524","m","Peter Lake domain","CA","B","Laurentia-Transhudson","57.2","256.1","1780","20","81","N","0","91.8","83.7","7.6","19.4","54.2","280.0","14.7","3","Symons, D.T.A.","Prec. Res.","1994","69","11-24","http://dx.doi.org/10.1016/0301-9268(94)90076-0"
"2737","s","Dubawnt group","CA","","Laurentia-Hearne","64.1","265.6","1785","30","130","M","63","347.0","-50.0","7.0","17.0","-7.0","97.0","7.7","6","Park, J.K., Irving, E., Donaldson, J.A.","Geol. Soc. Am. Bull.","1973","84","859-870","http://dx.doi.org/10.1130/0016-7606(1973)84<859:POTPDG>2.0.CO;2"
"8358","i","Deschambault Island plutons","CA","","Laurentia-Transhudson","55.0","257.0","1795","19","114","N","0","1.0","79.0","3.0","104.0","77.0","258.0","6","3","Symons, D.T.A., Symons, T.B., Lewchuk, M.T.","Saskatchewan Geol. Surv. Misc. Rpt., 99-4","1999","","140-147",""
"5847","i","Persillon volcanics","CA","N. Shore","Laurentia-Superior","56.5","283.7","1800","11","46","R","100","160.0","-33.0","3.0","35.0","49.0","134.0","2.8","2","Schwarz, E.J., Fujiwara, Y.","Geol. Surv. Can. Paper","1981","81-10","255-267",""
"504","s","PCP traverse drill core data","CA","","Laurentia-Wyoming","50.1","247.3","1800","1","20*","N","0","157.0","52.0","3.0","118.0","-4.0","267.0","3.5","1","?zdemir, ?., Dunlop, D.J., Reid, B., Hyodo, H.","Geophys. J. Int.","1988","95","69-78","http://dx.doi.org/10.1111/j.1365-246X.1988.tb00451.x"
"1737","i","Labrador Trough intrusives","CA","C","Laurentia-Superior","57.0","291.0","1800","14","47","N","0","277.7","15.3","7.7","27.8","11.0","199.0","5.7","2","Seguin, M.K., Clark, T.","Can. J. Earth Sci.","1985","22","1561-1570","http://dx.doi.org/10.1139/e85-165"
"2062","i","Retty peridotite","CA","A","Laurentia-Superior","56.5","291.0","1800","2","7*","N","0","185.0","7.0","25.5","97.8","-29.5","284.0","18.2","1","Park, J.K.","Can. J. Earth Sci.","1977","14","159-174","http://dx.doi.org/10.1139/e77-019"
"1272","s","Kinojevis group","CA","PA","Laurentia-Superior","48.4","279.5","1800","1","28*","N","0","166.0","56.0","8.0","14.0","-4.0","291.0","9.8","2","Schutts, D.L., Dunlop, D.J.","Nature","1981","291","642-645","http://dx.doi.org/10.1038/291642a0"
"1735","i","Labrador Trough intrusives","CA","A","Laurentia-Superior","57.0","291.0","1800","8","27","N","0","143.1","32.6","14.4","15.4","-9.0","327.0","12.3","2","Seguin, M.K., Clark, T.","Can. J. Earth Sci.","1985","22","1561-1570","http://dx.doi.org/10.1139/e85-165"
"11165","i","Stillwater complex","US","C","Laurentia-Wyoming","45.4","250.1","1800","2","13","N","0","143.7","-8.7","","","-38.2","298.7","","3","Xu, W., Geissman, J.W., Van der Voo, R., Peacor, D.R.","J. Geophys. Res.","1997","102","12139-12157","http://dx.doi.org/10.1029/97JB00303"
"1736","i","Labrador Trough intrusives","CA","B","Laurentia-Superior","57.0","291.0","1800","10","22","N","0","68.6","51.6","10.3","22.6","38.0","19.0","11.5","1","Seguin, M.K., Clark, T.","Can. J. Earth Sci.","1985","22","1561-1570","http://dx.doi.org/10.1139/e85-165"
"2064","s","Seward formation","CA","A","Laurentia-Superior","56.3","291.5","1800","2","8*","N","0","203.5","15.5","25.0","101.6","-23.0","266.0","18.4","2","Park, J.K.","Can. J. Earth Sci.","1977","14","159-174","http://dx.doi.org/10.1139/e77-019"
"1728","i","Ottawa Island komatiites","CA","A","Laurentia-Superior","59.8","279.9","1800","10","46","N","0","207.6","61.9","3.7","168.0","15.4","259.4","5.1","3","Buchan, K.L., Baragar, W.R.A.","Can. J. Earth Sci.","1985","22","553-566",""
"8368","i","Big Island gneiss dome","CA","","Laurentia-Transhudson","55.2","258.8","1808","11","55","N","0","106.0","59.0","22.0","52.0","24.0","313.0","28.7","2","Symons, D.T.A., Harris, M.J.","Manitoba Energy and Mines, Geol. Services, Rpt. of Activities","1998","","25-31",""
"8854","i","Wapisu gneiss dome","CA","","Laurentia-Transhudson","55.8","260.7","1810","17","120","M","99","346.6","78.9","5.3","46.0","75.8","240.5","9.7","4","Symons, D.T.A., Harris, M.J.","Can. J. Earth Sci.","2000","37","913-922",""
"10014","i","EBD dykes","CA","","Laurentia-Hearne","64.3","264.0","1810","?","4","R","100","345.1","-39.9","17.2","29.4","1.2","98.1","16.1","3","Raub, T.","PhD thesis, Yale University","2008","","175pp.",""
"10003","i","Wedd island minette dykes","CA","","Laurentia-Hearne","64.1","265.4","1810","?","13","R","100","351.0","-31.2","2.5","275.9","-8.7","274.1","2.1","2","Raub, T.","PhD thesis, Yale University","2008","","175pp.",""
"10015","i","Shell-Martell intrusions","CA","","Laurentia-Hearne","64.0","265.7","1810","?","2","R","100","335.6","-17.9","","","-14.0","288.2","","2","Raub, T.","PhD thesis, Yale University","2008","","175pp.",""
"10016","i","Knob Hill dyke","CA","","Laurentia-Hearne","64.0","265.7","1810","?","14","M","50","340.7","-41.5","4.9","69.5","0.8","103.3","4.6","4","Raub, T.","PhD thesis, Yale University","2008","","175pp.",""
"2059","s","Menihek formation","CA","A","Laurentia-Superior","56.5","291.0","1812","1","5*","R","100","154.0","21.0","10.9","50.0","-19.0","318.0","8.3","2","Park, J.K.","Can. J. Earth Sci.","1977","14","159-174","http://dx.doi.org/10.1139/e77-019"
"8314","i","Sahli granite","CA","","Laurentia-Transhudson","53.1","257.2","1820","19","95","N","0","108.6","83.4","4.6","54.8","49.2","276.0","8.9","2","Gala, M.G., Symons, D.T.A., Palmer, H.C.","Prec. Res.","1998","90","85-101","http://dx.doi.org/10.1016/S0301-9268(98)00034-5"
"6449","i","Wathaman batholith","CA","B","Laurentia-Transhudson","57.0","256.2","1825","3","12","R","100","322.7","-33.9","23.1","29.6","-8.3","291.7","20","3","Symons, D.T.A.","Can. J. Earth Sci.","1991","28","1931-1938","http://dx.doi.org/10.1139/e91-174"
"100203","i","Fox Lake pluton (E)","CA","4","Laurentia-Transhudson","56.3","263.9","1830","11","63","N","0","173.0","77.0","6.4","51.5","31.0","273.0","11.5","2","Harris, M.J., Symons, D.T.A., Blackburn, W.H., Peck, D.C., Turek, A.","Lithoprobe Report","2000","1173","26-37",""
"100205","i","Wintering Lake pluton","CA","","Laurentia-Transhudson","55.4","262.3","1830","20","136","N","0","200.3","85.5","5.5","37.0","46.8","257.8","10.8","2","Harris, M.J., Symons, D.T.A., Blackburn, W.H., Turek, A., Peck, D.C.","Can. J. Earth Sci.","2006","43","1071-1083","http://dx.doi.org/10.1139/e06-015"
"100204","i","Fox Lake pluton (W)","CA","2","Laurentia-Transhudson","56.3","263.7","1830","9","51","N","0","334.0","82.0","10.2","26.3","69.0","244.0","19.5","2","Harris, M.J., Symons, D.T.A., Blackburn, W.H., Peck, D.C., Turek, A.","Lithoprobe Report","2000","1173","26-37",""
"13343","i","Sudbury norite intrusion","CA","1*","Laurentia-Superior","46.7","279.0","1850","8","?","N","0","268.0","82.0","6.0","95.0","44.0","257.0","11.5","3","Morris, W.A.","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427",""
"13346","i","Sudbury late granophyre","CA","SIC, 8*","Laurentia-Superior","47.2","279.2","1850","9","?","N","0","277.0","73.0","5.0","99.0","42.0","235.0","8.4","2","Morris, W.A.","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427",""
"2230","i","Sudbury irruptive","CA","1","Laurentia-Superior","46.5","278.5","1850","5","10","N","0","257.8","61.4","","","22.0","227.3","","1","Larochelle, A.","Geol. Surv. Can. Paper","1969","69-19","1-23",""
"5882","i","Sudbury irruptive","CA","4","Laurentia-Superior","46.6","278.7","1850","5","11","N","0","304.4","70.6","","","54.8","223.1","","1","Larochelle, A.","Geol. Surv. Can. Paper","1969","69-19","1-23",""
"10915","i","Traverse through Sudbury breccia","CA","B (SB+TM)","Laurentia-Superior","46.8","278.4","1850","9","55","N","0","145.9","87.7","10.0","21.8","42.9","281.9","19.9","2","Halls, H.C.","Tectonophys.","2009","474","493-506","http://dx.doi.org/10.1016/j.tecto.2009.04.026"
"3578","i","Sudbury irruptive","CA","S. Range","Laurentia-Superior","46.5","278.9","1850","26","39","N","0","173.0","64.0","4.0","34.0","3.0","284.0","5.5","2","Sopher, S.R.","Geol. Surv. Can. Bull.","1963","90","34pp.",""
"5885","i","Sudbury irruptive","CA","7","Laurentia-Superior","46.7","280.2","1850","19","55","N","0","62.0","46.0","","","38.4","9.3","","1","Larochelle, A.","Geol. Surv. Can. Paper","1969","69-19","1-23",""
"5888","i","Sudbury irruptive","CA","10","Laurentia-Superior","46.5","279.0","1850","25","74","N","0","170.9","64.0","","","2.6","285.3","","1","Larochelle, A.","Geol. Surv. Can. Paper","1969","69-19","1-23",""
"13344","i","Sudbury early granophyre","CA","SIC, 2*","Laurentia-Superior","46.0","279.0","1850","9","?","N","0","276.0","72.0","6.0","79.0","40.0","234.0","9.9","3","Morris, W.A.","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427",""
"13347","i","Sudbury dike and quartz-diorite","CA","SIC, 6*","Laurentia-Superior","45.7","281.0","1850","10","?","N","0","32.0","65.0","4.0","119.0","68.0","356.0","5.8","2","Morris, W.A.","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427",""
"3612","i","Sudbury irruptive","CA","N. Range","Laurentia-Superior","46.6","278.6","1850","?","14","N","0","320.0","70.0","5.0","20.0","64.0","219.0","8.5","1","Hood, P.J.","J. Geophys. Res.","1961","66","1235-1241","http://dx.doi.org/10.1029/JZ066i004p01235"
"5880","i","Sudbury irruptive","CA","2","Laurentia-Superior","46.6","278.6","1850","24","86","N","0","294.3","64.9","","","46.3","214.1","","1","Larochelle, A.","Geol. Surv. Can. Paper","1969","69-19","1-23",""
"10913","i","Traverse through Sudbury breccia","CA","A (SB + baked TM)","Laurentia-Superior","46.6","278.5","1850","12","84","N","0","285.3","60.0","5.2","60.4","37.8","211.2","6.8","5","Halls, H.C.","Tectonophys.","2009","474","493-506","http://dx.doi.org/10.1016/j.tecto.2009.04.026"
"5883","i","Sudbury irruptive","CA","5","Laurentia-Superior","46.6","278.7","1850","5","10","N","0","301.4","78.5","","","53.9","245.6","","1","Larochelle, A.","Geol. Surv. Can. Paper","1969","69-19","1-23",""
"11117","m","Sudbury SIC type","CA","A","Laurentia-Superior","46.6","278.8","1850","4","26","N","0","199.4","78.8","","","25.9","271.0","","3","Szab?, E., Halls, H.C.","Prec. Res.","2006","150","27-48","http://dx.doi.org/10.1016/j.precamres.2006.07.010"
"5886","i","Sudbury irruptive","CA","8","Laurentia-Superior","46.7","280.2","1850","16","42","N","0","50.0","78.5","","","57.2","312.4","","1","Larochelle, A.","Geol. Surv. Can. Paper","1969","69-19","1-23",""
"5889","i","Sudbury irruptive","CA","11","Laurentia-Superior","46.4","278.8","1850","10","24","N","0","176.5","64.3","","","2.5","281.2","","1","Larochelle, A.","Geol. Surv. Can. Paper","1969","69-19","1-23",""
"13348","i","Sudbury mineralization","CA","SIC, 4*","Laurentia-Superior","47.1","279.3","1850","10","?","N","0","323.0","31.0","5.0","85.0","47.0","157.0","4.2","2","Morris, W.A.","The Geology and Ore Deposits of the Sudbury Structure, ed. E.G. Pye, A.J. Naldrett, P.E. Giblin, Ont. Geol. Surv., Spec. Vol.","1984","1","411-427",""
"3613","i","Sudbury irruptive","CA","S. Range","Laurentia-Superior","46.5","279.0","1850","?","33","N","0","183.0","68.0","2.0","49.0","8.0","278.0","2.4","2","Hood, P.J.","J. Geophys. Res.","1961","66","1235-1241","http://dx.doi.org/10.1029/JZ066i004p01235"
"5881","i","Sudbury irruptive","CA","3","Laurentia-Superior","46.6","278.6","1850","16","54","N","0","303.8","61.2","","","50.5","203.5","","1","Larochelle, A.","Geol. Surv. Can. Paper","1969","69-19","1-23",""
"10914","i","Traverse through Sudbury breccia","CA","B (TM)","Laurentia-Superior","46.9","278.4","1850","5","26","N","0","200.9","84.3","14.1","19.7","36.2","273.4","27.6","2","Halls, H.C.","Tectonophys.","2009","474","493-506","http://dx.doi.org/10.1016/j.tecto.2009.04.026"
"3577","i","Sudbury irruptive","CA","N. Range","Laurentia-Superior","46.5","278.9","1850","30","68","N","0","310.0","73.0","5.0","13.0","58.0","230.0","8.5","2","Sopher, S.R.","Geol. Surv. Can. Bull.","1963","90","34pp.",""
