"RES#";"ROCK";"ROCKUNIT";"CNTRY";"COMP";"CRAT";"SLAT";"SLON";"LMA";"HMA";"ISOAGE";"AGEREF";"AGEREF2";"MET";"AGE";"B";"N";"P";"R%";"D";"I";"alfa95";"k";"PLAT";"PLON";"DP";"DM";"A95";"1";"2";"3";"4";"5";"6";"PMAGREF";"COMMENT";"RECALC"
"10205";"i";"Harohalli alkaline dykes (comb.)";"IN";"B";"India-Dharwar";"12.6";"77.5";"540";"600";NULL;"APWP";NULL;"a, m";"570";"12";"1000";"N";"0";"2.0";"-1.6";"8.4";"27.0";"76.5";"248.8";"4.2";"8.4";"5.9";"0";"0";"1";"0";"1";"0";"Pradhan et al. (2008)";NULL;"0"
"10206";"i";"Tiruvannamalai E-W dykes";"IN";"'2.37'";"India-Dharwar";"12.2";"79.1";"2258";"2378";"2318 ± 60";"Dash et al. (2013)";NULL;"h";"2367";"8";"46";"M";"7";"139.3";"-74.2";"14.3";"16.0";"-33.3";"236.5";"23.4";"25.9";"24.6";"0";"1";"1";"1";"1";"1";"Dash et al. (2013)";"Authors correlate this with 2367 Ma swarm. One dyke may be R (not included).";"0"
"10207";"i";"East Coast dykes";"IN";NULL;"India-Dharwar";"12.1";"79.8";"1000";"1900";NULL;"APWP";NULL;"a, m";"1050";"3";"16";"N";"0";"91.0";"-29.4";"27.2";"21.6";"-4.2";"185.0";"16.6";"30.1";"22.4";"0";"0";"1";"0";"1";"0";"Dash et al. (2013)";"Authors correlate this with Tamil Nadu dykes by Venkateshwarlu et al. (1987) and Radnakrishna & Joseph (1996) data. Age either ca. 1880 Ma or 1050 Ma.";"0"
"10208";"i";"Bundelkhand easterly dykes";"IN";NULL;"India-Bundelkhand";"25.2";"78.5";"1830";"1930";NULL;"French et al. (2008)";NULL;"corr.";"1880";"3";"17";"N";"0";"90.0";"3.0";"27.5";"21.0";"-0.4";"347.0";"13.8";"27.5";"19.5";"0";"0";"1";"0";"1";"0";"Radhakrishna et al. (2013b)";"Age via correlation from Bastar & Dharwar (French et al. 2008).";"0"
"10209";"i";"Lekemon dolerite, site D";"SE";NULL;"Baltica-Rest";"58.7";"14.4";"1200";"1300";NULL;"APWP";NULL;"a, m";"1250";"1";"2";"R";"100";"241.0";"38.0";NULL;NULL;"-4.4";"139.6";NULL;NULL;NULL;"0";"0";"0";"0";"1";"0";"Ljungstedt (1989)";NULL;"0"
"10210";"i";"Indiavai basement rocks -C";"BR";NULL;"Amazonia-Guyana";"-15.4";"301.4";"1720";"1780";NULL;"D'Agrella-Filho et al. (2012)";NULL;"g, c";"1740";"6";"37";"C";"67";"330.1";"49.2";"35.0";"37.7";"36.2";"269.1";"24.8";"37.5";"30.5";"0";"0";"1";"0";"1";"1";"D'Agrella-Filho et al. (2012)";"Age estimated based on Alto Jauru bsm.";"0"
"10211";"i";"Indiavai basement rocks -N";"BR";NULL;"Amazonia-Guyana";"-15.4";"301.4";"1700";"1780";NULL;"D'Agrella-Filho et al. (2012)";NULL;"g, c";"1740";"4";"25";"N";"0";"309.4";"40.0";"27.5";"12.1";"27.5";"247.9";"19.9";"33.1";"25.7";"0";"0";"1";"0";"1";"1";"D'Agrella-Filho et al. (2012)";"Age estimated based on Alto Jauru bsm.";"0"
"10212";"i";"Indiavai basement rocks -R";"BR";NULL;"Amazonia-Guyana";"-15.4";"301.4";"1700";"1780";NULL;"D'Agrella-Filho et al. (2012)";NULL;"g, c";"1740";"2";"12";"R";"100";"204.3";"-51.1";NULL;NULL;"37.4";"327.6";NULL;NULL;NULL;"0";"0";"1";"0";"1";"1";"D'Agrella-Filho et al. (2012)";"Age estimated based on Alto Jauru bsm.";"0"
"10213";"i";"Nelshoogte dolerites";"ZA";"B+";"Kalahari";"-26.0";"32.0";"1900";"1980";"1920 ± 3, 1953 ± 3";"Layer et al. (1998)";NULL;"c";"1940";"6";"?";"N";"0";"224.7";"80.0";"13.0";"28.0";"37.6";"15.0";"23.8";"24.9";"24.4";"1";"0";"1";"0";"0";"0";"Layer et al. (1998)";"This component also visible in older Nelshoogte rocks as an overprint.";"0"
"10214";"i";"Nelshoogte dolerites";"ZA";"B-";"Kalahari";"-26.0";"32.0";"1900";"1980";"1920 ± 3, 1953 ± 3";"Layer et al. (1998)";NULL;"c";"1940";"5";"?";"R";"100";"212.9";"-80.6";"13.0";"27.0";"11.9";"220.3";"24.1";"25.0";"24.5";"1";"0";"1";"0";"0";"0";"Layer et al. (1998)";"This component also visible in older Nelshoogte rocks as an overprint.";"0"
"10215";"i";"Eno metadiabase";"FI";NULL;"Karelia";"62.9";"30.0";"1740";"1800";"2100-2200";"APWP";NULL;"a, g";"1770";"3";"31";"N";"0";"7.0";"55.0";"47.0";"8.0";"62.3";"197.7";"47.3";"66.7";"56.2";"1";"0";"1";"0";"1";"0";"Neuvonen (1975)";;"0"
"10216";"i";"Ladva gabbro-diabases, complex 2";"RU";NULL;"Karelia";"61.5";"34.5";"1731";"1771";"1751 ± 3, 1770 ± 12";"Lubnina et al. (2012)";"Bibikova et al. (1990)";"g";"1751";"4";"10";"N";"0";"350.1";"23.9";"9.5";"20.2";"40.5";"227.3";"5.5";"10.1";"7.1";"1";"0";"1";"0";"1";"0";"Khramov et al. (1997b)";;"0"
"10217";"i";"Åva monzonites";"FI";NULL;"Baltica-Rest";"60.6";"21.1";"1700";"1800";"1600-1830";"Neuvonen (1970)";NULL;"g, s";"1715";"12";"12";"N";"0";"26.0";"31.0";"17.0";"7.0";"42.3";"166.5";"10.6";"19.0";"14.2";"0";"0";"1";"0";"0";"0";"Neuvonen (1970)";;"0"
"10218";"i";"Kallax gabbro";"SE";"4b";"Baltica-Rest";"65.5";"22.0";"1700";"1800";NULL;"APWP";NULL;"a, s";"1750";"1";"5*";"N";"0";"21.0";"57.0";"14.5";"18.6";"60.0";"168.0";"15.3";"21.1";"18.0";"0";"0";"1";"0";"0";"0";"Elming (1994)";NULL;"0"
"10219";"i";"Karelian gabbro intrusion";"RU";"B";"Karelia";"66.0";"31.8";"1700";"1800";NULL;"APWP";NULL;"a, m";"1750";"10";"25";"N";"0";"31.0";"59.0";"4.0";"129.0";"58.5";"162.6";"4.5";"6.0";"5.2";"0";"1";"1";"0";"1";"0";"Krasnova and Gooskova (1995)";NULL;"0"
"10220";"s";"Aisa formation -C";"RU";"C";"Siberia-Sayan";"55.5";"97.8";"542";"600";NULL;"APWP";NULL;"a, m";"571";"4";"43";"C";"28";"17.3";"14.4";"16.5";"32.1";"39.9";"255.1";"8.7";"16.9";"12.1";"0";"0";"1";"0";"1";"1";"Shatsillo and Pavlov (2006)";"Late Vendian - Ediacaran is estimate.";"0"
"10221";"s";"Aisa formation -R";"RU";"R";"Siberia-Sayan";"55.5";"97.8";"542";"600";NULL;"APWP";NULL;"a, m";"571";"?";"12*";"R";"100";"211.4";"-14.5";"13.7";"11.0";"35.8";"238.2";"7.2";"14.0";"10.0";"0";"0";"1";"0";"1";"1";"Shatsillo and Pavlov (2006)";"Late Vendian - Ediacaran is estimate.";"0"
"10222";"s";"Aisa formation -N";"RU";"N";"Siberia-Sayan";"55.5";"97.8";"542";"600";NULL;"APWP";NULL;"a, m";"571";"?";"31*";"N";"0";"7.4";"12.6";"7.8";"12.0";"40.5";"268.1";"4.0";"7.9";"5.7";"0";"1";"1";"0";"1";"1";"Shatsillo and Pavlov (2006)";"Late Vendian - Ediacaran is estimate.";"0"
"10223";"i";"Akkavaara gabbro";"SE";"1";"Baltica-Rest";"67.2";"19.8";"1700";"1800";NULL;"APWP";NULL;"a, m";"1750";"3";"10";"N";"0";"14.0";"51.0";"6.4";"47.9";"54.0";"180.0";"6.0";"9.0";"7.4";"0";"0";"1";"0";"0";"0";"Elming (1994)";NULL;"0"
"10224";"i";"Burakovka layered intrusion";"RU";"B";"Karelia";"62.1";"36.3";"1700";"1800";NULL;"APWP";NULL;"a, m";"1750";"3";"7";"N";"0";"26.0";"48.1";"7.2";"71.2";"53.8";"174.6";"6.2";"9.4";"7.6";"0";"0";"0";"0";"1";"0";"Khramov et al. (1997b)";NULL;"0"
"10225";"i";"Kallax gabbro";"SE";"4a";"Baltica-Rest";"65.5";"22.0";"1700";"1800";NULL;"APWP";NULL;"a, s";"1750";"5";"29";"N";"0";"355.0";"42.0";"4.2";"226.0";"49.0";"209.0";"3.2";"5.2";"4.1";"0";"1";"1";"0";"0";"0";"Elming (1994)";NULL;"0"
"10226";"i";"Kola dykes (IV)";"RU";"B-L";"Kola";"69.1";"32.1";"1700";"1800";NULL;"APWP";NULL;"a, m";"1750";"6";"7";"N";"0";"21.6";"39.6";"11.8";"33.1";"42.6";"184.2";"8.5";"14.2";"11.4";"0";"0";"0";"0";"1";"0";"Mertanen et al. (1998)";NULL;"0"
"10227";"i";"Karelian gabbro-dolerite dyke";"RU";"B";"Karelia";"66.0";"31.8";"1700";"1800";NULL;"APWP";NULL;"a, m";"1750";"3";"4";"N";"0";"21.0";"57.0";"12.0";"100.0";"59.1";"178.2";"12.7";"17.5";"14.9";"0";"0";"1";"0";"1";"0";"Krasnova and Gooskova (1995)";NULL;"0"
"10228";"i";"Karelian gabbro-norite dyke";"RU";"B";"Karelia";"66.2";"31.0";"1700";"1800";NULL;"APWP";NULL;"a, h";"1750";"1";"4*";"N";"0";"26.0";"56.0";"13.0";"22.0";"56.8";"171.0";"13.4";"18.7";"15.8";"0";"0";"1";"0";"1";"0";"Krasnova and Gooskova (1995)";NULL;"0"
"10229";"i";"Karelian porphyry dyke";"RU";"B";"Karelia";"66.2";"31.0";"1700";"1800";NULL;"APWP";NULL;"a, m";"1750";"1";"3*";"N";"0";"47.0";"23.0";"23.0";"28.0";"27.3";"157.4";"13.0";"24.4";"17.8";"0";"0";"1";"0";"1";"0";"Krasnova and Gooskova (1995)";NULL;"0"
"10230";"s";"Crown Hill red beds -C";"CA";NULL;"West Avalonia";"48.6";"306.6";"542";"557";NULL;"Pisarevsky et al. (2012)";NULL;"s";"550";"6";"31";"C";"22";"328.6";"42.4";"15.7";"24.6";"-55.8";"2.8";"11.9";"19.3";"17.7";"0";"1";"1";"1";"0";"1";"Pisarevsky et al. (2012)";"Block must have been rotated. Incorrect permanent link (doi) listed.";"0"
"10231";"s";"Crown Hill red beds -N";"CA";NULL;"West Avalonia";"48.6";"306.6";"542";"557";NULL;"Pisarevsky et al. (2012)";NULL;"s";"550";"4";"22";"N";"0";"327.9";"42.7";"21.9";"18.5";"-55.4";"4.7";"16.7";"27.1";"21.3";"0";"0";"1";"1";"0";"1";"Pisarevsky et al. (2012)";"Block must have been rotated. Incorrect permanent link (doi) listed.";"0"
"10232";"s";"Crown Hill red beds -R";"CA";NULL;"West Avalonia";"48.6";"306.6";"542";"557";NULL;"Pisarevsky et al. (2012)";NULL;"s";"550";"2";"9";"R";"100";"165.1";"-41.0";NULL;NULL;"-62.3";"337.2";NULL;NULL;NULL;"0";"0";"1";"1";"0";"1";"Pisarevsky et al. (2012)";"Block must have been rotated. Incorrect permanent link (doi) listed.";"0"
"10233";"i";"Karelian gneiss basement";"RU";"B";"Karelia";"66.0";"31.8";"1700";"1800";NULL;"APWP";NULL;"a, m";"1750";"2";"4*";"N";"0";"30.0";"58.0";"18.7";"25.0";"77.1";"146.0";"33.4";"29.8";"31.5";"0";"0";"1";"0";"0";"0";"Krasnova and Gooskova (1995)";NULL;"0"
"10234";"i";"Tavinunnanen gabbro";"SE";"2";"Baltica-Rest";"68.0";"21.0";"1680";"1780";NULL;"APWP";NULL;"a, m";"1730";"2";"6";"N";"0";"24.0";"46.0";NULL;NULL;"47.0";"169.0";NULL;NULL;NULL;"0";"0";"1";"0";"0";"0";"Elming (1994)";NULL;"0"
"10235";"i";"Hållan porphyry";"SE";"grp. E";"Baltica-Rest";"61.0";"14.0";"1600";"1700";NULL;"APWP";NULL;"a, m";"1650";"1";"6*";"N";"0";"15.0";"76.0";"4.0";"42.0";"83.0";"79.0";"7.0";"8.0";"7.5";"0";"0";"1";"0";"1";"0";"Bylund and Elming (1992)";"Odd direction.";"0"
"10236";"i";"Fiskarbo dolerite";"SE";"grp. E";"Baltica-Rest";"60.5";"16.0";"1600";"1700";NULL;"APWP";NULL;"a, m";"1650";"1";"5*";"N";"0";"24.0";"56.0";"7.0";"75.0";"62.0";"152.0";"7.0";"10.0";"8.4";"0";"0";"1";"0";"1";"0";"Bylund and Elming (1992)";"Age 1650 Ma arbitrary estimate (APWP).";"0"
"10237";"i";"Dala-Floda granite";"SE";"grp. E";"Baltica-Rest";"60.7";"14.7";"1600";"1700";NULL;"APWP";NULL;"a, m";"1650";"1";"9*";"N";"0";"9.0";"3.0";"54.0";"7.0";"64.0";"189.0";"7.0";"10.0";"8.4";"0";"0";"1";"0";"0";"0";"Bylund and Elming (1992)";;"0"
"10238";"i";"Blyberg porphyry";"SE";"grp. E";"Baltica-Rest";"61.0";"14.0";"1600";"1700";NULL;"APWP";NULL;"a, m";"1650";"1";"5*";"N";"0";"343.0";"65.0";"6.0";"106.0";"73.0";"236.0";"8.0";"10.0";"8.9";"0";"0";"1";"0";"1";"0";"Bylund and Elming (1992)";;"0"
"10239";"i";"Dysån dolerite (group E)";"SE";NULL;"Baltica-Rest";"61.0";"14.0";"1600";"1700";NULL;"APWP";NULL;"a, m";"1650";"1";"6*";"N";"0";"307.0";"75.0";"7.0";"68.0";"65.0";"309.0";"12.0";"13.0";"12.5";"0";"0";"1";"0";"1";"0";"Bylund and Elming (1992)";"Age 1650 Ma arbitrary estimate (APWP).";"0"
"10240";"i";"Bull Arm Argentia mafic rocks -C";"CA";NULL;"West Avalonia";"47.3";"306.0";"575";"610";NULL;"Pisarevsky et al. (2012)";NULL;"s";"593";"7";"41";"C";"71";"236.2";"41.2";"11.2";"30.1";"-1.7";"256.5";"8.3";"13.6";"10.9";"0";"1";"1";"1";"1";"1";"Pisarevsky et al. (2012)";"Age estimated via correlation and stratigraphy. Incorrect permanent link (doi) listed.";"0"
"10241";"i";"Bull Arm Argentia mafic rocks -N";"CA";NULL;"West Avalonia";"47.3";"306.0";"575";"610";NULL;"Pisarevsky et al. (2012)";NULL;"s";"593";"2";"11";"N";"0";"241.0";"49.0";NULL;NULL;"5.5";"256.9";NULL;NULL;NULL;"0";"0";"1";"1";"1";"1";"Pisarevsky et al. (2012)";"Age estimated via correlation and stratigraphy. Incorrect permanent link (doi) listed.";"0"
"10242";"i";"Bull Arm Argentia mafic rocks -R";"CA";NULL;"West Avalonia";"47.3";"306.0";"575";"610";NULL;"Pisarevsky et al. (2012)";NULL;"s";"593";"5";"30";"R";"100";"54.6";"-38.1";"12.9";"36.2";"-4.8";"256.9";"9.0";"15.3";"11.7";"0";"1";"1";"1";"1";"1";"Pisarevsky et al. (2012)";"Age estimated via correlation and stratigraphy. Incorrect permanent link (doi) listed.";"0"
"10243";"i";"Mean group E rocks";"SE";NULL;"Baltica-Rest";"61.1";"14.5";"1600";"1700";NULL;"APWP";NULL;"a, m";"1650";"8";"43";"N";"0";"4.0";"69.0";"10.0";"25.0";"82.0";"178.0";"14.0";"17.0";"15.4";"0";"1";"1";"0";"1";"0";"Bylund and Elming (1992)";NULL;"0"
"10244";"i";"Gutsåvägen porphyry";"SE";"grp. E";"Baltica-Rest";"61.0";"14.0";"1600";"1700";NULL;"APWP";NULL;"a, m";"1650";"1";"2";"N";"0";"40.0";"52.0";NULL;NULL;"52.0";"133.0";NULL;NULL;NULL;"0";"0";"1";"0";"1";"0";"Bylund and Elming (1992)";;"0"
"10245";"i";"Åva ring granite";"FI";NULL;"Baltica-Rest";"60.6";"21.1";"1550";"1650";NULL;"APWP";NULL;"a, m";"1600";"1";"1";"N";"0";"20.2";"2.0";NULL;NULL;"28.4";"178.0";NULL;NULL;NULL;"0";"0";"1";"0";"0";"0";"Neuvonen (1970)";;"0"
"10246";"i";"Åva diabase dykes";"FI";NULL;"Baltica-Rest";"60.6";"21.1";"1550";"1650";NULL;"APWP";NULL;"a, m";"1600";"2";"2";"N";"100";"18.0";"18.0";NULL;NULL;"36.9";"178.7";NULL;NULL;NULL;"0";"0";"1";"0";"0";"0";"Neuvonen (1970)";;"0"
"10247";"i";"Föglö uralite porphyrite";"FI";NULL;"Baltica-Rest";"59.9";"20.1";"1550";"1650";NULL;"Pesonen (2014)";NULL;"e";"1600";"1";"2";"R";"100";"198.0";"16.0";NULL;NULL;"20.4";"181.0";NULL;NULL;NULL;"0";"0";"1";"0";"1";"0";"Johnson (1979)";NULL;"0"
"10248";"i";"Ahlainen diabases";"FI";NULL;"Baltica-Rest";"61.7";"21.5";"1550";"1650";NULL;"APWP";NULL;"a, m";"1600";"1";"2";"R";"100";"187.0";"-10.9";NULL;NULL;"33.6";"193.2";NULL;NULL;NULL;"0";"0";"0";"0";"1";"0";"Grundström (1967)";NULL;"0"
"10249";"i";"Kumlinge-Bergskär dyke";"FI";NULL;"Baltica-Rest";"60.3";"20.8";"1530";"1630";"1599 ± 26";"Suominen (1991)";NULL;"e";"1580";"1";"2";"R";"100";"192.0";"43.0";NULL;NULL;"4.1";"189.9";NULL;NULL;NULL;"0";"0";"0";"0";"1";"0";"Johnson (1979)";"Included in 10380.";"0"
"10250";"i";"Botswana S-dolerites -C";"BW";NULL;"Kalahari";"-24.5";"25.7";"1098";"1118";"1108.0 ± 0.9";"Hanson et al. (2004a)";NULL;"a, g";"1108";"7";"43";"C";"86";"189.6";"-13.1";"10.6";"33.6";"57.5";"43.7";"5.5";"10.8";"7.7";"1";"1";"1";"0";"1";"1";"Gose et al. (2006)";"A doubtful reversal. Data from Gose et al. (2006), Pancake (2001) and Jones & McElhinny (1966), tabulated by Gose et al. (2006).";"0"
"10251";"i";"Botswana S-dolerites -N";"BW";NULL;"Kalahari";"-24.5";"25.7";"1098";"1118";"1108.0 ± 0.9";"Hanson et al. (2004a)";NULL;"a, g";"1108";"1";"5*";"N";"0";"1.2";"-0.8";"19.1";"17.0";"65.7";"28.9";"9.5";"19.1";"13.5";"1";"0";"1";"0";"1";"1";"Gose et al. (2006)";"A doubtful reversal. Data from Pancake (2001) and Gose et al. (2006) tabulated by Gose et al. (2006).";"0"
"10252";"i";"Botswana S-dolerites -R";"BW";NULL;"Kalahari";"-24.5";"25.7";"1107";"1109";"1108.0 ± 0.9";"Hanson et al. (2004a)";NULL;"a, g";"1108";"6";"38";"R";"100";"191.1";"-15.4";"11.0";"37.9";"55.9";"45.5";"5.8";"11.3";"8.1";"1";"1";"1";"0";"1";"1";"Gose et al. (2006)";"A doubtful reversal. Data from Gose et al. (2006), Pancake (2001) and Jones & McElhinny (1966), tabulated by Gose et al. (2006).";"0"
"10253";"i";"Korsö dyke";"FI";NULL;"Baltica-Rest";"60.4";"21.0";"1530";"1630";"1600 ± 30";"Suominen (1987)";NULL;"g, e/f";"1600";"1";"2";"R";"100";"182.0";"28.0";NULL;NULL;"14.7";"199.0";NULL;NULL;NULL;"1";"0";"0";"0";"1";"0";"Johnson (1979)";;"0"
"10254";"i";"Vest Sederholm dyke";"FI";NULL;"Baltica-Rest";"60.4";"21.0";"1530";"1630";"1599 ± 26";"Suominen (1991)";NULL;"e";"1580";"1";"2";"R";"100";"198.0";"14.0";NULL;NULL;"21.0";"181.8";NULL;NULL;NULL;"0";"0";"0";"0";"1";"0";"Johnson (1979)";NULL;"0"
"10255";"i";"Dundret basic rocks";"SE";NULL;"Baltica-Rest";"67.1";"20.6";"1525";"1625";"1530 ± 35";"Welin et al. (1971)";NULL;"e,a";"1575";"3";"26";"R";"100";"171.6";"30.2";"50.0";"7.0";"6.4";"208.7";"30.9";"55.5";"41.4";"0";"0";"1";"0";"0";"1";"Piper (1980a)";"Overprint.";"0"
"10256";"i";"Tavinunnanen gabbro";"SE";"1";"Baltica-Rest";"68.0";"21.0";"1500";"1600";NULL;"APWP";NULL;"a, m";"1550";"4";"17";"N";"0";"2.0";"19.0";"10.4";"45.0";"32.0";"199.0";"6.0";"11.0";"8.1";"0";"0";"1";"0";"0";"0";"Elming (1994)";NULL;"0"
"10257";"i";"Arvidsjaur group volcanics";"SE";"9";"Baltica-Rest";"65.4";"19.6";"1500";"1600";NULL;"APWP";NULL;"a, m";"1550";"1";"4*";"N";"0";"8.0";"28.0";"12.2";"33.0";"39.0";"190.0";"7.0";"13.0";"9.5";"0";"0";"1";"0";"1";"0";"Elming (1994)";NULL;"0"
"10258";"i";"Akkavaara gabbro";"SE";"2";"Baltica-Rest";"67.2";"19.8";"1500";"1600";NULL;"APWP";NULL;"a, m";"1550";"3";"12";"N";"0";"6.0";"15.0";"13.0";"9.7";"30.0";"193.0";"7.0";"13.0";"9.5";"0";"0";"1";"0";"0";"0";"Elming (1994)";NULL;"0"
"10259";"i";"Tavinunnanen gabbro";"SE";"3";"Baltica-Rest";"68.0";"21.0";"1500";"1600";NULL;"APWP";NULL;"a, m";"1550";"2";"4";"N";"0";"6.0";"-10.0";NULL;NULL;"17.0";"195.0";NULL;NULL;NULL;"0";"0";"1";"0";"0";"0";"Elming (1994)";NULL;"0"
"10260";"i";"Barby formation lavas -C";"NA";NULL;"Sinclair";"-25.8";"16.5";"1152";"1228";"1190 ± 38";"Hanson et al. (1998)";NULL;"e";"1190";"19";"101";"C";"21";"4.4";"-17.2";"15.6";"5.6";"72.5";"30.9";"8.4";"16.2";"11.6";"1";"0";"1";"1";"0";"1";"Piper (1975a)";"GPMDB result 2566 replaced with this.";"0"
"10261";"i";"Barby formation lavas -N";"NA";NULL;"Sinclair";"-25.8";"16.5";"1152";"1228";"1190 ± 38";"Hanson et al. (1998)";NULL;"e";"1190";"15";"77";"N";"0";"2.4";"-14.2";"17.4";"5.8";"71.2";"23.8";"9.1";"17.8";"12.7";"1";"0";"1";"1";"0";"1";"Piper (1975a)";NULL;"0"
"10262";"i";"Barby formation lavas -R";"NA";NULL;"Sinclair";"-25.8";"16.5";"1152";"1228";"1190 ± 38";"Hanson et al. (1998)";NULL;"e";"1190";"4";"24";"R";"100";"192.7";"28.7";"50.5";"4.3";"74.2";"247.6";"30.5";"55.5";"41.2";"1";"0";"1";"1";"0";"1";"Piper (1975a)";NULL;"0"
"10263";"i";"Emåsjön dolerite complex";"SE";"grp. D";"Baltica-Rest";"61.3";"14.6";"1450";"1550";NULL;"APWP";NULL;"a, m";"1500";"1";"7*";"N";"0";"17.0";"22.0";"10.0";"38.0";"39.0";"173.0";"6.0";"10.0";"7.8";"0";"0";"1";"0";"1";"0";"Bylund and Elming (1992)";;"0"
"10264";"i";"Sheltozero monzonites";"RU";"D";"Karelia";"61.2";"35.6";"1450";"1550";NULL;"APWP";NULL;"a, m";"1500";"4";"4";"R";"100";"212.2";"10.8";"11.9";"34.9";"19.4";"181.0";"5.6";"11.1";"7.9";"0";"0";"1";"0";"1";"0";"Fedotova et al. (1999)";;"0"
"10265";"i";"Emåsjön dolerite complex";"SE";"grp. C";"Baltica-Rest";"61.5";"14.4";"1350";"1450";NULL;"APWP";NULL;"a, m";"1400";"1";"7*";"N";"0";"358.0";"-34.0";"7.0";"104.0";"18.0";"196.0";"4.0";"8.0";"5.7";"0";"0";"1";"0";"1";"0";"Bylund and Elming (1992)";NULL;"0"
"10266";"i";"Post-Jotnian Ulvö complex";"SE";NULL;"Baltica-Rest";"63.2";"18.5";"1255";"1257";"1256.2 ± 1.1";"Söderlund et al. (2006)";NULL;"g";"1256";"10";"498";"N";"0";"46.3";"-43.5";"5.8";"71.0";"-5.7";"157.6";"4.5";"7.2";"5.7";"1";"1";"1";"1";"1";"0";"Elming and Mattsson (2001)";NULL;"0"
"10267";"i";"Kvarnklitt dolerite (group B)";"SE";"grp. B";"Baltica-Rest";"61.0";"14.0";"1200";"1300";NULL;"APWP";NULL;"a, m";"1250";"1";"2";"N";"0";"36.0";"-48.0";NULL;NULL;"5.0";"163.0";NULL;NULL;NULL;"0";"0";"1";"0";"1";"0";"Bylund and Elming (1992)";NULL;"0"
"10268";"i";"Jämtland Post-Jotnian sills";"SE";NULL;"Baltica-Rest";"62.5";"15.0";"1245";"1250";"1247.4 ± 2.2";"Söderlund et al. (2006)";NULL;"g";"1248";"16";"145";"N";"0";"38.8";"-38.6";"8.1";"22.0";"-0.5";"159.8";"5.7";"9.6";"7.4";"1";"1";"1";"1";"1";"0";"Elming and Mattsson (2001)";NULL;"0"
"10269";"i";"Keurusselkä structure, impact component";"FI";"B";"Baltica-Rest";"62.2";"24.7";"300";"1930";"1140 ± 6";"Schmieder et al. (2009)";NULL;"c";"1140";"8";"21";"N";"0";"42.4";"64.1";"8.4";"44.9";"61.0";"129.1";"10.6";"13.3";"11.9";"0";"0";"1";"1";"1";"0";"Raiskila et al. (2011)";NULL;"0"
"10270";"i";"Bull Arm Boavista mafic rocks -C";"CA";NULL;"West Avalonia";"48.5";"306.5";"567";"575";"570 +5/-3";"O'Brien et al. (1989)";NULL;"corr. g";"570";"9";"59";"C";"44";"209.8";"34.7";"16.8";"10.4";"-15.1";"278.4";"11.1";"19.3";"13.7";"1";"0";"1";"1";"1";"1";"Pisarevsky et al. (2012)";"Age actually via correlation. Incorrect permanent link (doi) listed.";"0"
"10271";"i";"Bull Arm Boavista mafic rocks -N";"CA";NULL;"West Avalonia";"48.5";"306.5";"567";"575";"570 +5/-3";"O'Brien et al. (1989)";NULL;"corr., g";"570";"5";"33";"N";"0";"204.4";"22.3";"21.4";"13.8";"-26.1";"279.7";"12.0";"22.6";"16.5";"1";"0";"1";"1";"1";"1";"Pisarevsky et al. (2012)";"Age actually via correlation. Incorrect permanent link (doi) listed.";"0"
"10272";"i";"Bull Arm Boavista mafic rocks -R";"CA";NULL;"West Avalonia";"48.5";"306.5";"567";"575";"570 +5/-3";"O'Brien et al. (1989)";NULL;"corr., g";"570";"4";"26";"R";"100";"39.5";"-49.6";"24.3";"15.3";"-3.5";"273.2";"21.5";"32.3";"26.3";"1";"0";"1";"1";"1";"1";"Pisarevsky et al. (2012)";"Age actually via correlation. Incorrect permanent link (doi) listed.";"0"
"10273";"i";"Laanila diabase dyke";"FI";"LT";"Baltica-Rest";"68.5";"28.2";"992";"1092";"1042 ± 50";"Mertanen et al. (1996)";NULL;"h";"1044";"1";"9*";"N";"0";"357.3";"-52.5";"8.7";"36.3";"-11.6";"210.4";"8.2";"11.9";"9.9";"0";"0";"1";"1";"1";"0";"Mertanen et al. (1996)";"Included in 8275.";"0"
"10274";"i";"Laanila diabase dyke";"FI";"LJ";"Baltica-Rest";"68.4";"27.5";"992";"1092";"1042 ± 50";"Mertanen et al. (1996)";NULL;"h";"1044";"2";"28";"N";"0";"350.5";"-34.4";NULL;NULL;"2.4";"216.5";NULL;NULL;NULL;"0";"0";"1";"1";"1";"0";"Mertanen et al. (1996)";"Included in 8275.";"0"
"10275";"i";"Nilstorp dolerite sill";"SE";NULL;"Baltica-Rest";"57.5";"15.0";"964";"968";"966 ± 2";"Söderlund et al. (2005)";NULL;"g";"966";"1";"6*";"N";"0";"315.0";"-27.0";"9.7";"49.0";"9.0";"238.5";"5.8";"10.6";"7.8";"1";"0";"1";"0";"1";"0";"Patchett and Bylund (1977)";"Precisely dated, but VGP only.";"0"
"10276";"i";"Siljan impact structure rocks";"SE";"D";"Baltica-Rest";"61.0";"14.9";"900";"1000";NULL;"APWP";NULL;"a, m";"950";"4";"30";"R";"100";"134.0";"40.0";"10.5";"44.0";"-2.0";"226.0";"8.0";"13.0";"10.2";"0";"1";"1";"1";"0";"0";"Elming and Bylund (1991)";NULL;"0"
